year,country,(ISO),Refugees,Asylum-seekers,total
2022,Albania,ALB,20,6,26
2022,Algeria,DZA,7345,0,7345
2022,Angola,AGO,0,5,5
2022,Egypt,EGY,143803,0,143803
2022,Argentina,ARG,440,100,540
2022,Armenia,ARM,4855,9,4864
2022,Australia,AUS,595,52,647
2022,Austria,AUT,67588,11589,79177
2022,Azerbaijan,AZE,34,0,34
2022,Bahrain,BHR,5,40,45
2022,Belgium,BEL,20086,1089,21175
2022,Benin,BEN,36,16,52
2022,Burkina Faso,BFA,5,5,10
2022,Belarus,BLR,59,12,71
2022,Bolivia (Plurinational State of),BOL,22,0,22
2022,Brazil,BRA,3971,3832,7803
2022,Bosnia and Herzegovina,BIH,25,5,30
2022,Bulgaria,BGR,22226,2451,24677
2022,Canada,CAN,411,246,657
2022,Chad,TCD,49,22,71
2022,China,CHN,39,6,45
2022,Chile,CHL,113,31,144
2022,Cameroon,CMR,5,10,15
2022,Congo,COG,5,12,17
2022,Dem. Rep. of the Congo,COD,12,14,26
2022,Colombia,COL,11,7,18
2022,Costa Rica,CRI,5,29,34
2022,Cuba,CUB,23,8,31
2022,Cyprus,CYP,10869,7229,18098
2022,Czechia,CZE,422,11,433
2022,Denmark,DNK,19424,203,19627
2022,Djibouti,DJI,15,5,20
2022,Dominican Rep.,DOM,5,0,5
2022,Ecuador,ECU,162,5,167
2022,Estonia,EST,94,0,94
2022,Ethiopia,ETH,55,613,668
2022,Finland,FIN,2610,100,2710
2022,France,FRA,39091,507,39598
2022,Gambia,GMB,5,0,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,12155,5898,18053
2022,Georgia,GEO,448,17,465
2022,Germany,DEU,664238,43628,707866
2022,Ghana,GHA,246,75,321
2022,Greece,GRC,41594,2188,43782
2022,Guinea,GIN,14,0,14
2022,Croatia,HRV,552,29,581
2022,Hungary,HUN,826,0,826
2022,Iceland,ISL,204,25,229
2022,Cote d'Ivoire,CIV,148,6,154
2022,India,IND,71,65,136
2022,Indonesia,IDN,19,25,44
2022,Ireland,IRL,2954,69,3023
2022,Iraq,IRQ,262756,0,262756
2022,Italy,ITA,3525,903,4428
2022,Jordan,JOR,675433,0,675433
2022,Japan,JPN,93,0,93
2022,Kazakhstan,KAZ,14,5,19
2022,Kenya,KEN,5,5,10
2022,Kyrgyzstan,KGZ,69,9,78
2022,Rep. of Korea,KOR,1250,28,1278
2022,Kuwait,KWT,147,107,254
2022,Liberia,LBR,28,33,61
2022,Libya,LBY,480,13682,14162
2022,Lebanon,LBN,831053,0,831053
2022,Liechtenstein,LIE,65,0,65
2022,Lithuania,LTU,479,35,514
2022,Luxembourg,LUX,2049,537,2586
2022,Latvia,LVA,317,0,317
2022,Madagascar,MDG,5,0,5
2022,Mauritania,MRT,381,183,564
2022,Monaco,MCO,5,0,5
2022,Rep. of Moldova,MDA,166,46,212
2022,Mexico,MEX,35,37,72
2022,Mali,MLI,24,433,457
2022,Malaysia,MYS,474,2868,3342
2022,Morocco,MAR,5250,0,5250
2022,Malta,MLT,1920,417,2337
2022,Netherlands,NLD,53496,7271,60767
2022,Niger,NER,5,11,16
2022,Nigeria,NGA,512,595,1107
2022,Norway,NOR,15901,414,16315
2022,Nauru,NRU,0,5,5
2022,New Zealand,NZL,66,0,66
2022,Oman,OMN,8,27,35
2022,Pakistan,PAK,50,23,73
2022,Paraguay,PRY,79,17,96
2022,Peru,PER,47,12,59
2022,Philippines,PHL,132,56,188
2022,Poland,POL,273,36,309
2022,Portugal,PRT,906,0,906
2022,Qatar,QAT,30,117,147
2022,Romania,ROU,2357,65,2422
2022,South Africa,ZAF,38,20,58
2022,Russian Federation,RUS,280,42,322
2022,Saudi Arabia,SAU,194,10625,10819
2022,Somalia,SOM,1018,98,1116
2022,Spain,ESP,14994,1080,16074
2022,Serbia and Kosovo: S/RES/1244 (1999),SRB,40,7,47
2022,Sudan,SDN,93480,0,93480
2022,Slovakia,SVK,26,0,26
2022,Slovenia,SVN,326,20,346
2022,Sweden,SWE,113213,1227,114440
2022,Switzerland,CHE,8039,272,8311
2022,United Rep. of Tanzania,TZA,9,20,29
2022,Thailand,THA,212,8,220
2022,Togo,TGO,19,9,28
2022,Trinidad and Tobago,TTO,53,35,88
2022,Tunisia,TUN,2669,0,2669
2022,Turkey,TUR,3648983,0,3648983
2022,United Arab Emirates,ARE,487,6486,6973
2022,Uganda,UGA,21,10,31
2022,Ukraine,UKR,513,28,541
2022,Uruguay,URY,66,5,71
2022,United States of America,USA,8843,3231,12074
2022,Venezuela (Bolivarian Republic of),VEN,33,0,33
2022,Yemen,YEM,2574,422,2996
2022,Zambia,ZMB,38,7,45
