year,country,(ISO),Refugees,Asylum-seekers,total
2017,Albania,ALB,5,22,27
2017,Algeria,DZA,8,5821,5829
2017,Egypt,EGY,126688,0,126688
2017,Argentina,ARG,370,84,454
2017,Armenia,ARM,14680,12,14692
2017,Australia,AUS,477,128,605
2017,Austria,AUT,43888,3937,47825
2017,Azerbaijan,AZE,15,0,15
2017,Belgium,BEL,9080,1665,10745
2017,Benin,BEN,7,5,12
2017,Belarus,BLR,87,0,87
2017,Bolivia (Plurinational State of),BOL,21,8,29
2017,Brazil,BRA,2905,4522,7427
2017,Bosnia and Herzegovina,BIH,15,13,28
2017,Bulgaria,BGR,16549,407,16956
2017,Canada,CAN,3095,807,3902
2017,Chad,TCD,39,29,68
2017,China,CHN,42,32,74
2017,Chile,CHL,85,42,127
2017,Cameroon,CMR,15,9,24
2017,Congo,COG,9,12,21
2017,Dem. Rep. of the Congo,COD,8,20,28
2017,Colombia,COL,8,5,13
2017,Costa Rica,CRI,9,9,18
2017,Cuba,CUB,43,0,43
2017,Cyprus,CYP,5274,1585,6859
2017,Czechia,CZE,365,38,403
2017,Denmark,DNK,19221,285,19506
2017,Djibouti,DJI,9,0,9
2017,Dominican Rep.,DOM,0,6,6
2017,Ecuador,ECU,39,115,154
2017,Estonia,EST,151,0,151
2017,Ethiopia,ETH,9,67,76
2017,Finland,FIN,2370,132,2502
2017,France,FRA,12520,2394,14914
2017,United Kingdom of Great Britain and Northern Ireland,GBR,9100,574,9674
2017,Georgia,GEO,445,9,454
2017,Germany,DEU,496674,70833,567507
2017,Ghana,GHA,39,150,189
2017,Greece,GRC,13714,9605,23319
2017,Croatia,HRV,194,77,271
2017,Hungary,HUN,925,108,1033
2017,Iceland,ISL,58,5,63
2017,Cote d'Ivoire,CIV,12,9,21
2017,India,IND,87,17,104
2017,Indonesia,IDN,35,27,62
2017,Ireland,IRL,718,138,856
2017,Iraq,IRQ,247057,0,247057
2017,Italy,ITA,3618,1696,5314
2017,Jamaica,JAM,5,0,5
2017,Jordan,JOR,653031,0,653031
2017,Japan,JPN,66,0,66
2017,Kazakhstan,KAZ,17,23,40
2017,Kenya,KEN,0,7,7
2017,Kyrgyzstan,KGZ,69,12,81
2017,Rep. of Korea,KOR,1122,68,1190
2017,Kuwait,KWT,44,31,75
2017,Liberia,LBR,7,6,13
2017,Libya,LBY,257,21890,22147
2017,Lebanon,LBN,992127,10,992137
2017,Liechtenstein,LIE,32,0,32
2017,Sri Lanka,LKA,14,0,14
2017,Lithuania,LTU,362,52,414
2017,Luxembourg,LUX,686,225,911
2017,Latvia,LVA,393,0,393
2017,Mauritania,MRT,464,112,576
2017,North Macedonia,MKD,15,5,20
2017,Rep. of Moldova,MDA,204,18,222
2017,Mexico,MEX,23,0,23
2017,Mali,MLI,9,0,9
2017,Malaysia,MYS,372,1937,2309
2017,Montenegro,MNE,0,47,47
2017,Morocco,MAR,2953,0,2953
2017,Malta,MLT,1289,252,1541
2017,Mauritius,MUS,5,0,5
2017,Netherlands,NLD,30851,668,31519
2017,Niger,NER,7,0,7
2017,Nigeria,NGA,154,60,214
2017,Norway,NOR,13349,447,13796
2017,New Zealand,NZL,65,5,70
2017,Oman,OMN,7,6,13
2017,Pakistan,PAK,29,0,29
2017,Panama,PAN,0,11,11
2017,Paraguay,PRY,53,26,79
2017,Peru,PER,38,5,43
2017,Philippines,PHL,74,40,114
2017,Poland,POL,512,18,530
2017,Portugal,PRT,307,0,307
2017,Qatar,QAT,34,0,34
2017,Romania,ROU,2282,167,2449
2017,South Africa,ZAF,45,0,45
2017,Russian Federation,RUS,1130,303,1433
2017,El Salvador,SLV,5,0,5
2017,Saudi Arabia,SAU,14,34,48
2017,Senegal,SEN,0,21,21
2017,Somalia,SOM,172,5,177
2017,Spain,ESP,11752,2255,14007
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,73,0,73
2017,Sudan,SDN,11240,439,11679
2017,Slovakia,SVK,17,0,17
2017,Slovenia,SVN,215,9,224
2017,Sweden,SWE,103614,3531,107145
2017,Switzerland,CHE,13639,3192,16831
2017,Thailand,THA,327,9,336
2017,Togo,TGO,0,9,9
2017,Trinidad and Tobago,TTO,53,32,85
2017,Tunisia,TUN,603,0,603
2017,Turkey,TUR,3424237,162,3424399
2017,United Arab Emirates,ARE,128,1185,1313
2017,Uganda,UGA,7,12,19
2017,Ukraine,UKR,483,520,1003
2017,Uruguay,URY,61,0,61
2017,United States of America,USA,7282,3358,10640
2017,Venezuela (Bolivarian Republic of),VEN,5,0,5
2017,Yemen,YEM,3286,496,3782
